what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775049625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775053125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342775073187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342775074875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342775076875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775111062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775112328
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342775112359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775112421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775117765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775133453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775133453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775133531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775143062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775144109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775145015
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342775145984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775147906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775149140
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342775150734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775169546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775169546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775169656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775190875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775192171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775198093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775208234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775218062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775233453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775234203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775235796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775238078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775244109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775245609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775251156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775252265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775252671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775253250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775254406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775255906
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342775255921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775255968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342775261187
