what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342767085187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767085421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767134890
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342767141093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1342767148343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767149125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767150000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342767157562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342767195359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342767197296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767236859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767259640
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342767259828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767270859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767272015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767272062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767273562
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342767273578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767273625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767277625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767281421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767291906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767292359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767292546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767292718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1342767299687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342767300312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342767301500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767313703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767315218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767315281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767316843
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342767316843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767316890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767320515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767345812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767345812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767345890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767355921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342767365921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767379015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767384312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767389218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767404218
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1342767410203
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342767412203
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342767415765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767418343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767425734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767441328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342767466484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1342767466500
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1342767466687
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342767466718
