what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342768722000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768736578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768738093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768738140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768739484
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342768739500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768739546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768750296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342768756671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768760218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768761406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768762562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768763343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768765015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768765015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768765093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768773562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342768782625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342768790421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768792156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768806421
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342768811296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342768819890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768823234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768825312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768825375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768826781
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342768826796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768826875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768864875
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342768867765
error,log,,,"Unexpected runtime error while computing a text hover",1342768881578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342768883078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768886421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768888125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768888187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768889671
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342768889687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768889734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768902750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768903656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768905265
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342768906187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768908703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342768910468
