what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844832593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844834140
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1342844834171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844834218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844855578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342844857796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844863171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844865109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342844865125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844870718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844870734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844870750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844872375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342844874718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844879609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844883546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342844885156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844887531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844888375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844889421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844903703
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342844905296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342844928640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342844932109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844932406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844939390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342844947437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844947718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844953437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342844963062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844963500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342844969968
