what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342779875718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342779881359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342779952656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342779963937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342779972546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342779983281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342779983718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342779992828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342779998843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342780002203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1342780017015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1342780019828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780044515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780048328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780109406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780152218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342780173531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780173937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780188859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780205437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780225968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342780289953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780290562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780306656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342780312671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780313406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342780327515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342780360406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1342780361812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1342780363250
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1342780363546
